,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
698,35335,početkujuči,počętkujųći,(-ego),m.anim.,1,beginner,,,"новичок, начинающий","навік, пачатковец","новачок, початківець",początkujący,začátečník,začiatočník,!začetnik,početnik,почетник,почетник,!новак,!,Anfänger,beginner,!komencanto,5370,!,
699,1448,podbradok,podbrådȯk,,m.,1,chin,,,подбородок,"падбародак, падбароддзе",підборіддя,podbródek,brada (část tváře),brada (časť tváre),!Podbradek,"podbradak, podvoljak",подбрадак,"подбрадок, брада",!брадичката,!,Kinn,kin,!mentono,4074,!,
700,18253,podglavnica,podglåvnica,,f.,5,pillow,,,подушка,"падушка, вузгалаўе",подушка,poduszka,"podhlavník, polštář, poduška","podhlavník, podhlavnica, vankúš, poduška",!vzglavnik,"jastuk, uzglavlje",јастук,"перница, јастук",!възглавница,!,!Kissen,kussen,!kuseno,3962,!,
701,1115,podloga,podloga,,f.,1,floor,,,пол,падлога,підлога,podłoga,podlaha,podlaha,!tla,"pod, podnica",под,"подлога, под",!пол,!,!Fußboden,vloer,!etaĝon,6618,!,
702,36303,podpis,podpis,,m.,1,"signature, autograph",v z j,,"подпись, автограф","подпіс, аўтограф, уласнапіс","підпис, автограф",podpis,"podpis, autogram","podpis, autogram",!podpis,potpis,потпис,потпис,"!подпис, с автограф",!,Unterschrift,handtekening,"subskribo, aŭtografo",5633,!,
703,5267,poduška,poduška,,f.,1,"pillow, cushion",v z sh,,подушка,"падушка, вузгалаўе",подушка,poduszka,"poduška, polštář, podhlavník","poduška, vankúš, hlavnica, podhlavník",!vzglavnik,jastuk,јастук,"перница, јастук","!възглавница, въздушна Възглавница за",!,"!Kissen, Kissen",kussen,"!kuseno, kuseno",4298,!,
704,35496,podval,podval,,m.,2,cellar,v,,"подвал, погреб","склеп, сутарэнне, падвал, пагрэбнік, прыгрэбка, прыгрэбнік, пограб","підвал, льох, погріб, пивниця",piwnica,sklep,"pivnica, sklep",!kleti,podrum,подрум,"визба, подрум",!изба,!,!Keller,kelder,!kelo,5015,!,
705,18279,pogon,pogon,,m.,2,"propulsion, motive force",cs j,,"толчок, движущая сила","штуршок, рухальная сіла","поштовх, рушійна сила",napęd,pohon,pohon,!pogon,pogon,погон,"погон, погонска сила","!движение напред, движеща сила",!,"!Antrieb, Antriebskraft",aandrijving,"!propulso, movforto",5736,!,
706,35565,pogreb,pogreb,,m.,1,"funeral, burial",v z j,,"похороны, погребение","пахаванні, пахаванне, хаўтуры, паховіны","похорон, поховання",pogrzeb,pohřeb,pohreb,"!pogreb, pokop, pogreb","pogreb, ukop, sprovod","погреб, сахрана, спровод","погреб, погребување",!погребение на погребение,!,"!Beerdigung, Bestattung",begrafenis,"!funebra, entombigo",5421,!,
707,32062,poker,poker,,m.sg.,1,poker (cards),,I,покер (карты),покер (карты),покер (карти),poker,poker,poker,!poker,poker,покер,покер,!покер (карта),!,!Poker (Karten),poker,!pokero (kartoj),6505,!,
708,23309,pokušeńje,pokušeńje,,n.,1,attempt,ru cs yu bg,,"попытка, проба, покушение","спроба, намаганне, замах (напр. на жыццё)","спроба, намагання",próba,"pokus, zkouška","pokus, skúška","!poskusite, poskusite, glej",pokušaj,"покушај, проба, оглед",обид,!опит,!,!Versuch,poging,!provi,6808,!,
709,10851,polet,polet,,m.,1,flight,,,полёт,"палёт, лёт",політ,lot,let,let,let,let,лет,лет,!полет,!,!Flug,vlucht,!fuĝo,7669,!,
710,2836,policija,policija,,f.,1,police,,I,полиция,паліцыя,поліція,policja,policie,polícia,policija,"policija, murija",полиција,полиција,!полиция,!,!Polizei,politie,!policanoj,7514,!,
713,18303,polž,pȯlž,,m.anim.,2,snail,j,,улитка,"слімак, улітка","равлик, слимак",ślimak,"plž, hlemýžď, šnek","slimák, ulitník, pĺž",!polž,puž,пуж,полжав,!охлюв,!,!Schnecke,slak,!heliko,4552,!,
714,3945,pomoč,pomoć,,f.,1,"help, assistance, aid",,,"помощь, подмога, содействие","дапамога, ратунак, помач, падмога, спрыянне, судзеянне","допомога, сприяння",pomoc,pomoc,pomoc,!pomoč,pomoć,помоћ,помош,"!помощ, помощ, помощ",!,"!Hilfe, Hilfe, Hilfe",hulp,"!helpo, helpo, helpo",7690,!,
715,20045,pomysl,pomysl,,m.,1,idea,,,"идея, помысел","думка, ідэя, намер","ідея, помисел",pomysł,nápad,nápad,!koncept ideja,"ideja, zamisao","идеја, замисао","помисла, мисла, идеја",!идеята,!,!Idee,idee,!ideo,6173,!,
716,10918,popoldenj,#popoldėnj,#,m.,1,afternoon,v~ z~ yu mk~,,"пополудни, после обеда","папаўдні, па абедзе","після полудня, пополудень, пообіддя",popołudnie,odpoledne,popoludnie,!popoldne,"popodne, poslijepodne",поподне,попладне,следобед,!,!Nachmittag,middag,!posttagmezon,6096,!,
717,281,popoludńje,popoludńje,,n.,1,afternoon,,,"пополудни, после обеда","папаўдні, па абедзе","після полудня, пополудень, пообіддя",popołudnie,odpoledne,popoludnie,!popoldne,"popodne, poslijepodne",поподне,поладне,!ден,!,!Nachmittag,middag,!posttagmezon,5940,!,
718,21777,port,port,,m.,2,port,v pl,I,порт,порт,порт,port,port,port,!pristanišče,luka,лука,пристаниште,!пристанище,!,Hafen,haven,!haveno,7616,!,
719,21438,poryv,poryv,,m.,1,impulse,,,"порыв, импульс","парыў, імпэт, імпульс","порив, запал, імпульс",impuls,"poryv, podnět, impuls, vzruch","poryv, popud, podnet, impulz, vzruch",!Želja,poriv,порив,порив,!импулс,!,!Impuls,impuls,!impulso,4977,!,
720,11012,postelj,postelj,,f.,1,bed,,,"постель, кровать","пасцеля, ложак",ліжко,łóżko,"postel, lůžko","posteľ, lôžko","!postelja, postelja","postelja, krevet","постеља, кревет","постела, кревет",!легло,!,!Bett,bed,!lito,5538,!,
721,35253,postojka,postojka,,f.,3,stop (bus etc.),mk,,остановка (напр. автобуса),"прыпынак (напр. аўтобуса), супынак, упынак, спын, упын",зупинка (напр. автобуса),przystanek,zastávka (bus atd.),zastávka,!celice (npr. tramvaj),postaja,станица (нп. трамвајска),постојка,!спирка (автобуси и т.н.),!,!Stopp (Bus etc.),halte,!halto (buso ktp),5568,!,
722,18362,povraz,povråz,,m.,1,rope,,,верёвка,"вяроўка, аборка, матуз","мотузка, мотузок, шнур",sznur,"provaz, lano","povraz, lano","!vrvic, vrvi,","konopac, konop, uže, štrik","конопац, канап, уже, ","јаже, врвка",!въже,!,!Seil,touw,!ŝnuro,4544,!,
723,18365,povrhnja,povŕhnja,,f.,2,surface,ub pl cs~,,поверхность,паверхня,поверхня,powierzchnia,povrch,povrch,površina,površina,површина,"површина, згорнина",повърхност,!,Oberfläche,oppervlakte,surfaco,6725,!,
724,18366,povrhnosť,povŕhnosť,,f.,2,surface,ru cs~ bg,,поверхность,паверхня,поверхня,powierzchnia,povrch,povrch,površina,površina,површина,"површина, згорнина",повърхност,!,Oberfläche,oppervlakte,surfaco,6725,!,
725,18367,površina,povŕšina,,f.,2,surface,yu mk,,поверхность,паверхня,поверхня,powierzchnia,povrch,povrch,površina,površina,површина,"површина, згорнина",повърхност,!,Oberfläche,oppervlakte,surfaco,6725,!,
726,4381,pozor,#pozor,,m.,2,appearance,,,"вид, внешний вид","выгляд, від","вигляд, вид, зовнішній вигляд",wygląd,"vzhled, podoba, vzezření","vzhľad, podoba, výzor","!videz, zunanja","izgled, vanjština","изглед, спољашњост","изглед, лик",!външен вид,!,!Aussehen,schijn,!aspekto,5718,!,
727,11115,pozornosť,pozornosť,,f.,2,attention,cs yu,,"внимание, внимательность","увага, уважлівасць, уважнасць, зважлівасць","увага, уважність",uwaga,pozornost,pozornosť,"!pozornost, pozornost","pozornost, pažnja","позорност, пажња",внимание,!на вниманието на,!,!Beachtung,aandacht,!atenton,6786,!,
728,15485,požarnik,požarnik,,m.anim.,3,"firefighter, fireman",sk bg,,"пожарный, пожарник","пажарнік, пажарны","пожежник, вогнеборець",strażak,"hasič, požárník","hasič, požiarnik",!gasilec,"vatrogasac, gasilac, gasitelj",ватрогасац,пожарникар,"!пожарникар, пожарогасител",!,!feuerwehrmann,brandweerman,"!fajrestingisto, fajrobrigadisto",3305,!,
729,11167,pravnik,pravnik,,m.anim.,1,#lawyer,,,юрист,"праўнік, юрыст","правник, юрист",prawnik,právník,právnik,!odvetnik,pravnik,правник,правник,!адвокат,!,!Anwalt,jurist,!advokato,6856,!,
730,11189,prěd,prěd,,m.,1,front,,,"перед, передняя сторона, лицевая сторона","перад, пярэдні бок, добры бок","перед, передня сторона, лицьова сторона",przód,"předek, přední část, čelo","predok, predná časť, čelo","!spredaj, obraz, čelo",prednja strana,"предња страна, лице, чело",пред,!рецепция,!,!Vorderseite,voorkant,!antaŭa,5988,!,
731,11295,prěgledka,prěględka,,f.,1,browser,,,браузер,"браўзер, браўзар",браузер,przeglądarka,prohlížeč,prehliadač,"!bralec, spletni brskalnik, brskalnik","preglednik, browser","читач, читач веба, прегледач",пребарувач,!браузър,!,!Browser,browser,!retumilo,4705,!,
732,2244,preskva,preskva,,f.,1,peach,,,персик,персік,персик,brzoskwinia,broskev,broskyňa,"!breskev, praskva",breskva,"бресква, прасква",праска,!праскова,!,!Pfirsich,perzik,!persiko,3864,!,
733,11416,pribrěžje,pribrěžje,,n.,1,coast,,,"побережье, прибрежье","узбярэжжа, пабярэжжа","узбережжя, прибережжя",wybrzeże,pobřeží,pobrežie,"!obala, na žalost, townlets","obala, pribrežje","обала, жал, прибрежје","прибрежје, крајбрежје",!плаж,!,!Strand,kust,!marbordo,3810,!,
734,2412,pričina,pričina,,f.,1,cause,,,причина,"прычына, чыннік, нагода",причина,przyczyna,příčina,príčina,"!vzrok, razlog","razlog, uzrok","узрок, разлог",причина,!причина,!,!Ursache,"reden, oorzaak",!kaŭzo,7455,!,
735,18465,pridatok,pridatȯk,,m.,1,"addition, add-on",v pl~ cs sh~,,"придаток, дополнение","прыдатак, дадатак, дапаўненне","додаток, доповнення",dodatek,"přídatek, přídavek, dodatek","prídatok, prídavok, dodatok",!Poleg tega dodatek,"dodatak, dopuna","додатак, допуна","дополнение, прилог",!допълнение,!,!Zusatz,toevoeging,"!Krome, aldoni-sur",5179,!,
736,3126,prigoda,prigoda,,f.,1,adventure,,,приключение,прыгода,пригода,przygoda,"dobrodružství, příhoda","dobrodružstvo, príhoda","!izkušnje, priložnost",doživljaj,"доживљај, пригода","пригода, случка, настан, момент, повод ",!приключения,!,Abenteuer,avontuur,aventuro,6106,!,
737,1141,prijatelj,prijatelj,,m.anim.,1,"friend, boyfriend",,,"друг, приятель, товарищ","прыяцель, сябар, друг","друг, приятель, товариш",przyjaciel,přítel,priateľ,!prijatelj,prijatelj,пријатељ,"пријател, дечко","!приятел, гадже",!,"!Freund, Freund",vriend,"!amiko, koramiko",7062,!,
738,33214,primamka,primamka,,f.,3,bait,bg ru~ sh~ mk~,,приманка,"прынада, прывабка, прываба","принада, приманка",przynęta,návnada,návnada,!vaba,"mamac, meka",мамац,"мамка, примка, замка",!стръв,!,!Köder,lokaas,!logaĵo,4680,!,
739,34918,primětka,primětka,,f.,1,"remark, notice",,,"примечание, замечание","нататка, зацем, зацемка, заўвага, спасцярога","примітка, зауваження",uwaga,"poznámka, upozornění","poznámka, upozornenie",!pripomba,"primjedba, napomena, opaska, pripomena, prigovor, zamjerka",примедба,"забелешка, известување",!забележка информация,!,"!Bemerkung, Bekanntmachung",opmerking,"!komento, avizo",5734,!,
740,11470,primorje,primoŕje,,n.,1,seaside,,,"приморье, побережье моря","прымор'е, прыбярэжжа мора, узбярэжжа мора","примор'я, узбережжя моря",wybrzeże,"přímoří, pobřeží","prímorie, pobrežie","!obala, obala",primorje,"приморје, обала","приморје, крајморје",!крайбрежие,!,!Strand,"zeekant, kustgebied",!ĉemara,4774,!,
741,16065,princ,princ,,m.anim.,1,prince,,I,принц,прынц,принц,książę,princ,princ,!princ,"princ, kraljević",принц,принц,!принц,!,!Prinz,prins,!princo,7374,!,
742,11493,pristanišče,pristanišče,,n.,2,"harbour, harbor, port",cs~ j,,"гавань, порт","гавань, порт","гавань, порт",port,"přístav, přístaviště ","prístav, prístavisko",pristanišče,pristanište,"пристаниште, лука",пристаниште,"!пристанище Пристанище,",!,"!Hafen, Hafen, Hafen",haven,"!haveno, haveno, haveno",6126,!,
743,430,projekt,projekt,,m.,1,project,,I,проект,праект,проєкт,projekt,projekt,projekt,"!projekt, ideja",projekt,"пројекат, замисао",проект,!проект,!,!Projekt,project,!projekto,7874,!,
744,1211,promysl,promysl,,m.,1,industry,,,промышленность,прамысловасць,промисловість,przemysł,průmysl,priemysel,"!gospodarstvo, industrijo",industrija,"привреда, индустрија","стопанство, индустрија",!промишленост,!,!Industrie,industrie,!industrio,7062,!,
745,11592,propasť,propasť,,f.,1,"decline, downfall",,,упадок,заняпад,занепад,upadek,"propad, pokles, pád","prepad, pokles, pád",!razvalina pad,"propast, pad, slom","пропаст, пад","пропаст, пад","!капка, капка",!,"!Rückgang, Sturz","verval, aftakeling","!malkresko, falo",5975,!,
747,22256,provodnik,provodnik,,m.anim.,1,guide,v z,,"проводник, гид, путеводитель","правадыр, гід, даведнік","провідник, гід, путівник",przewodnik,průvodce,sprievodca,vodič,vodič,водич,водач,водач,!,"Reiseleiter, Fremdenführer",gids,!gvidisto,6491,!,
748,1723,prst,pŕst,,m.,1,"finger, toe, digit",,,"палец, перст (устар.)",палец,"палець, перст (устар.)",palec,prst,prst,!prst,prst,прст,прст,"!пръст, пръст, цифра",!,"!Finger, Zeh, Ziffer","vinger, teen","!fingro, piedfingro, cifero",6260,!,
749,14951,ptak,ptak,,m.anim.,2,"bird, fowl",ub z,,птица,"птушка, птах",птах,ptak,pták,vták,!ptica,ptica,птица,птица,"!птица, птица",!,Vogel,vogel,birdo,6926,!,
750,1111,ptica,ptica,,f.,1,"bird, fowl",ru j,,птица,"птушка, птах",птах,ptak,pták,vták,!ptica,ptica,птица,птица,"!птица, птица",!,Vogel,vogel,birdo,6926,!,
751,4108,rada,rada,,f.,2,"advice, tip (suggestion)",ub z,,"совет, подсказка","рада, парада, дарада, падказка","порада, підказка",rada,"rada, doporučení ","rada, odporúčanie","!navodila, predlogi",savjet,"савет, сугестија","совет, предлог","!съвет, съвет (оферта)",!,"!Beratung, Spitze (Vorschlag)","raad, advies, tip","!konsiloj, pinto (sugesto)",5994,!,
752,2301,radar,radar,,m.,1,radar,,I,радар,радар,радар,radar,radar,radar,!radar,radar,радар,радар,!радар,!,!Radar,radar,!radaro,6384,!,
753,7209,radca,radca,,m.anim.,2,"counsellor, advisor, adviser",ub z,,"советник, советчик","дарадца, парадчык, радца, дараднік","радник, порадник",doradca,"rádce, poradce","radca, poradca",!svetovalec,savjetnik,саветник,советник,"!съветник, съветник, съветник",!,"!Berater, Berater, Berater","adviseur, raadgever","!konsilisto, konsilisto, konsilisto",5914,!,
756,16343,rame,ramę,,n.,1,shoulder,,,плечо,плячо,плече,ramię,"rameno, plec, rámě","rameno, pliecko",!ramo,rame,раме,рамо,!рамо,!,!Schulter,schouder,!ŝultro,5959,!,
757,11719,rang,rang,,m.,1,tier,,I,"ярус, ряд","ярус, паверх, шэраг, рад","ярус, ряд",poziom,"úroveň, stupeň, hladina, nivó","úroveň, stupeň, hladina, nivó",!raven uvrstitev,"rang, red","ниво, ранг","ранг, ниво",!ниво,!,!Stufe,laag,!tier,5669,!,
758,902,raport,raport,,m.,1,report,,I,"рапорт, отчёт","рапарт, справаздача",рапорт,raport,"raport, zpráva","raport, správa",!Poročilo,"izvještaj, izvješće",извештај,"рапорт, извештај",!доклад,!,!Bericht,rapport,!raporto,5995,!,
759,3684,rast,råst,,m.,1,"increase, growth",,,"рост, увеличение, возрастание","рост, узрост, узрастанне, павелічэнне, збольшанне, пабольшанне, пабольшванне","зростання, збільшення",wzrost,"růst, zvětšování ","rast, zväčšovanie ",!rast,rast,раст,"пораст, раст","!растеж, ръст на",!,"!Steigerung, Wachstum","groei, toename","!kresko, kresko",6589,!,
760,6245,rastlina,råstlina,,f.,1,plant,,,растение,расліна,рослина,roślina,rostlina,rastlina,!rastlina,biljka,биљка,растенија,растение,!,!Pflanze,plant,!planto,6802,!,
761,489,raz,raz,,m.,1,time,,,раз,раз,раз,raz,krát,"raz, krát","!še enkrat, kolikokrat",put,"једанпут, колико пута","!пат (за означување еднократност, количество или повторување на дејството: два пати, три пати, сто пати)",!време,кра́тъ,!Zeit,"maal, keer",!tempo,8841,!,
762,3596,razměna,råzměna,,f.,1,exchange,,,"размен, обмен","размен, памен, вымена, мена, абмен (зап.)","розмін, обмін",wymiana,"výměna, rozměnění","výmena, rozmenenie",!izmenjava,"razmjena, razmjenjivanje, trampa",размена,размена,!споделяне,!,!Austausch,uitwisseling,!interŝanĝo,4714,!,
763,14967,razrušeńje,råzrušeńje,,n.,2,destruction,,,разрушение,"разбурэнне, разбурванне, збурэнне, зруйнаванне","руйнування, нищення",zniszczenie,"zničení, rozbití, rozrušení, narušení, zbourání, demolice","zničenie, rozbitie, rozrušenie, narušenie, zbúranie, demolácie","!uničenje rušenje, uničevanje","rušenje, razaranje, uništenje, demoliranje","разрушење, разорење, уништење",разрушување,!разрушаването на,!,!Zerstörung,sloop,!detruo,4391,!,
764,5100,razviťje,råzviťje,,n.,1,"development, evolution",,,"развитие, эволюция","развіццё, эвалюцыя","розвиток, еволюція",rozwój,"vývoj, evoluce","vývoj, evolúcia","!razvoj, razvoj",razvoj,"развој, развиће","развој, еволуција","!развитието, еволюцията",!,"!Entwicklung, Evolution",ontwikkeling,"!evoluado, evoluo",6806,!,
765,2318,razvivańje,råzvivańje,,n.,1,development,,,развитие,развіццё,розвиток,rozwój,"rozvoj, vývoj, rozvíjení","rozvoj, vývoj, rozvíjanie","!razvoj, razvoj",razvoj,"развијање, развој","развој, развитие, развиток",!развитие,!,!Entwicklung,ontwikkeling,!disvolviĝo,7330,!,
767,3422,reklama,reklama,,f.,1,"advertisement, advertizement, ad",,I,реклама,рэклама,реклама,reklama,reklama,reklama,"!oglaševanje, oglaševanje",reklama,"реклама, оглас",реклама,"!реклама, реклама, реклама",!,"!Werbung, Werbefilter, ad","reclame, advertentie","!reklamo, advertizement, anoncon",6181,!,
768,18634,remenj,remenj,,m.,1,belt,,,ремень,"рэмень, рамень, дзяга, пасак, падпінак (дыял.), папруга","ремінь, пас",pas,"pás, řemen","pás, remeň","!pas, pas, trak",pȍjas,"ремен, кајиш, појас","ремен, каиш, појас",!колан,!,!Gürtel,riem,!zono,5123,!,
769,4690,rodina,rodina,,f.,2,family,ub z,,"семья, семейство","радзіна, сям'я, фамілія","родина, сім'я, сімейство",rodzina,rodina,rodina,!družina,"obitelj, familija, porodica",породица,"семејство, роднина",!семейство,!,!Familie,familie,!familio,7581,!,
771,12014,rok,rok,,m.,1,year,uk z,,год,"год, рок (саст.)",рік,rok,rok,rok,!let,godina,година,година,!година,!,Jahr,jaar,!jaro,9525,!,
773,21528,ručka,rųčka,,f.,1,haft,ru pl sh,,"ручка, рукоятка","ручка, тронак, дзяржанне, эфэс","ручка, руків'я",uchwyt,"rukojeť, držátko","rukoväť, držadlo","!ročaj, ročaj, ročaj","ručka, drška, rukohvat","ручка, рукохват, дршка",рачка,!хафт,!,!Heft,handvat,!tenilo,3179,!,
774,2357,ruka,rųka,,f.,1,"arm, hand",,,рука,рука,рука,ręka,"ruka, paže","ruka, paža",!roka,ruka,рука,рака,"!ръце, ръце",роука,!Arm Hand,"arm, hand","!brako, mano",7275,!,
775,36531,ruž,ruž,,m.,2,"rough, blusher",z sh bm,F,румяна,румяны,рум'яна,róż,"rtěnka, růž",rúž,!šminka,"ruž, karmin",руж,"руж, руменило",!руж,!,"!rau, Rouge",rouge,"!malglata, blusher",4629,!,
776,1682,ryba,ryba,,f.,1,fish,,,рыба,рыба,риба,ryba,ryba,ryba,!riba,riba,риба,риба,!риби,!,!Fisch,vis,!fiŝo,7523,!,
777,12062,rycar,rycaŕ,,m.anim.,1,knight,v z bm,,рыцарь,рыцар,лицар,rycerz,rytíř,rytier,"!Knight, pisec",vitez,"витез, ритер","рицар, витез",!рицар,!,!Ritter,ridder,!kavaliro,5720,!,
778,3821,ryž,ryž,,m.sg.,1,rice,,,рис,рыс,рис,ryż,rýže,ryža,"!Riž, riž",riža,"рижа, пиринач",ориз,!фигура,!,!Reis,rijst,!rizo,6617,!,
779,2157,sad,sad,,m.,1,garden,,,"сад, огород","сад, гарод, агарод","сад, город",ogród,"zahrada, sad","záhrada, sad","!vrt, vrt,",vrt,"врт, башта",градина,!градина,!,!Garten,tuin,!ĝardeno,6715,!,
781,169,samit,samit,,m.,1,summit,,E,саммит,саміт,саміт,szczyt,summit,summit,"!Vrh srečanje, na vrhu","samit, summit, konferencija","врх, скуп, самит",самит,!среща на върха,!,!Gipfel,top,!pinto,6416,!,
783,20727,scenarij,scenarij,,m.,1,"scenario, script (film), screenplay",,I,сценарий,"сцэнар, сцэнарый (зап.)",сценарій,scenariusz,scénář,scenár,!scenarij,scenarij,сценарио,сценарио,"!сценарий, сценарий (филм), по сценарий на",!,"!Szenario Skript (Film), Drehbuch","scenario, script","!scenaro, skripto (filmo), skripto",6954,!,
784,21562,sěča,sěča,,f.,2,battle,ru cz,,"битва, бой, сражение, сеча","бітва, бойка, бой, змаганне, сеча, валка","битва, бій",bitwa,"seč, bitva","seč, kosba, bitka",!Bitka,bitka,битка,битка,!битката,!,!Schlacht,"slag, veldslag",!batalo,5978,!,
785,1288,sedmica,sedmica,,f.,3,week,sr bm,,неделя,тыдзень,тиждень,tydzień,týden,týždeň,teden,tjedan,"седмица, недеља","седмица, недела",седмица,!,!Woche,week,semajno,7908,!,
786,37174,seler,seler,,m.,1,celery,v pl sk sl,I,сельдерей,"салера, сялера, сельдэрэй",селера,seler,celer,zeler,zelena,celer,целер,целер,целина,!,Sellerie,"selderie, selderij",celerio,4590,,
787,35892,sěmejstvo,sěmejstvo,,n.,2,"family, household",v bm,,"семейство, домочадцы","семейства (зап.), сям'я, дамачадцы","родина, сім'я, сімейство, домашні",rodzina,"rodina, rod, čeleď (biol.)","rodina, rod, čeľaď (biol.)","družina, gospodinjstvo",obitelj,породица,семејство,"!семейни, домашни",!,"Familie, Haushalt","familie, huishouden","!familio, hejmo",5931,!,
788,2987,sěmja,sěmja,,f.,2,family,v,,семья,"сям'я, радзіна","родина, сім'я",rodzina,rodina,rodina,družina,obitelj,породица,семејство,!семейство,!,Familie,familie,!familio,8239,!,
789,1373,sěť,sěť,,f.,1,"net, network",v z,,сеть,"сетка, сеціва (інтэрнэт)","мережа, сіть",sieć,síť,sieť,!omrežje,mreža,мрежа,мрежа (пр:електрична),"!нето, мрежа",!,"Netz, Netzwerk","net, netwerk","!reto, reto",6089,!,
791,1311,sětka,sětka,,f.,1,net,,,сетка,"сетка, рабіца",сітка,siatka,"síťka, síť","sieťka, sieť",!omrežje,mreža,мрежа,нето,!чиста,!,!Netz,netje,!reto,5886,!,
793,32340,Sirija,Sirija,,f.sg.,1,Syria,,,Сирия,Сірыя,Сирія,Syria,Sýrie,Sýria,!Sirija,Sirija,Сирија,Сирија,!Сирия,!,Syrien,Syrië,!Sirio,6401,!,
794,1317,sistema,sistema,,f.,1,system,,I,система,сістэма,система,system,systém,systém,!sistem,"sistem, sustav",систем,систем,!система,!,System,systeem,!sistemo,8635,!,
795,35721,Skandinavija,Skandinavija,,f.sg.,1,Scandinavia,,,Скандинавия,Скандынавія,Скандинавія,Skandynawia,Skandinávie,Škandinávia,!Skandinavija,Skandinavija,Скандинавија,Скандинавија,!Скандинавия,!,!Skandinavien,Scandinavië,!Skandinavio,3206,!,
796,33272,skok,skok,,m.,1,jump,,,"прыжок, скачок","скок, пераскок, скачок, скаканне",стрибок,skok,skok,skok,!skok,skok,скок,скок,скок,!,!springen,sprong,!salti,6636,!,
797,12270,skripka,skripka,,f.,1,violin,v pl csb,,скрипка,скрыпка,скрипка,skrzypce,housle,husle,!violina,violina,виолина,виолина,!цигулка,!,"Violine, Geige",viool,!violono,5896,!,
798,3647,skupina,skupina,,f.,2,group,cs yu,,группа,"група, гурт (муз.)",група,grupa,skupina,skupina,"!skupino, skupino","skupina, grupa","скупина, група",група,група,!,Gruppe,groep,!grupo,8487,!,
799,21577,slěd,slěd,,m.,1,"trace, track",,,след,след,слід,ślad,"stopa, šlépěj, sled","sled, stopa, šľapaj",!namig,"trag, slijed",траг,трага,"!следа, отпечатък",!,"!Spur, Spur",spoor,"!spuron, trako",6552,!,
800,18839,slimak,slimak,,m.anim.,2,"snail, slug",ub z,,"слизень, улитка","слімак, смоўж, улітка, слізняк","равлик, слимак, слизень, слизняк",ślimak,"slimák, plž, šnek, hlemýžď","slimák, šnek",polž,puž,пуж,"полжав, голич","охлюв, плужек",!,Schnecke,slak,"!heliko, posta",3170,!,
802,6042,sluh,sluh,,m.,1,hearing (sense),v z j,,слух (чувство),слых (адчуванне),слух,słuch,sluch,sluch,sluh,sluh,слух,слух,слух,!,"Hören, Hörvermögen",gehoor (zintuig),!aŭdo (senso),6138,!,
803,425,směh,směh,,m.,1,"laugh, laughter",,,"смех, хохот","смех, рогат, гогат","сміх, регіт",śmiech,smích,smiech,!smeh,smijeh,смех,смеа,"!смях, смях",!,"!Lachen, Lachen","lach, gelach",!rido ridado,6102,!,
804,20703,směna,směna,,f.,1,shift (factory),,,смена (на заводе),змена (на заводзе),зміна (на заводі чи роботі),zmiana,směna (v továrně),smena (v továrni),!premik (v tovarni),"smjena, šihta","смена (у фабрици), шихта",смена,!промяна (фабрика),!,!shift (Fabrik),ploeg (bij ploegendienst),!movo (fabriko),5628,!,
806,18852,snědańje,snědańje,,n.,2,breakfast,ub z,,завтрак,"сняданак, снеданне, сняданне",сніданок,śniadanie,snídaně,raňajky,!zajtrk,"doručak, zajutrak",доручак,појадок,!закуска,!,!Frühstück,ontbijt,!matenmanĝo,6694,!,
807,2075,sok,sok,,m.,1,juice,,,сок,сок,сік,sok,"šťáva, sok","šťava, sok",!sok,sok,сок,сок,!сок,!,Saft,sap,!suko,6729,!,
809,33000,sopran,sopran,,m.,1,soprano,,I,сопрано,сапрана,сопрано,sopran,soprán,soprán,!sopran,sopran,сопран,сопран,!сопран,!,Sopran,sopraan,!soprana,3898,!,
810,454,sova,sova,,f.,1,owl,,,сова,сава,сова,sowa,sova,sova,!sova,sova,сова,був,!бухал,!,Eule,uil,!strigo,6141,!,
811,4341,sovětnik,sȯvětnik,,m.anim.,2,"counsellor, advisor, adviser",ru sh bm,,"советник, консультант","дарадца, парадчык, радца, дараднік, саветнік (зап.), кансультант","радник, консультант",doradca,"rádce, poradce","radca, poradca","!svetovalec, svetovalec","savjetnik, savjetodavac","саветник, саветодавац",советник,"!съветник, съветник, съветник",!,"!Berater, Berater, Berater","adviseur, raadgever","!konsilisto, konsilisto, konsilisto",5244,!,
812,5197,spaljnja,spaljnja,,f.,1,bedroom,,,спальня,"спальня, спачывальня",спальня,sypialnia,ložnice,spálňa,!spalnica,"spavaonica, spavaća soba",спаваћа соба,"спална, спална соба",!спалня,!,Schlafzimmer,slaapkamer,!dormoĉambro,5565,!,
814,30777,SŠA,SŠA,,m.pl.,1,USA,,,США,ЗША ,США,USA,USA,USA,!ZDA,SAD,САД,САД,!САЩ,!,USA,"VS, USA",!Usono,9118,!,
815,21703,stado,stado,,n.,1,"flock, herd",,,стадо,статак ,стадо,stado,stádo,stádo,"!jata, čreda","stado, krdo","стадо, крдо",стадо,"!стадо, стадо",!,Herde,kudde,"!ŝafoj, bovoj",5710,!,
